N1,N2,N10,N100
632,0.0965738,2.19887,1.22533,1.05329
633,1.37458,0.635391,1.20363,1.02553
634,2.61932,1.78169,1.12513,1.01775
635,0.798393,0.882103,1.26103,1.14415
636,0.649289,0.918587,0.59359,0.957316
637,1.12094,0.140262,1.29291,1.03816
638,0.801346,1.08527,0.977688,1.00767
639,1.02579,1.38826,0.986113,0.941687
640,1.58425,0.215924,0.712264,1.20426
641,0.183836,0.590906,1.24833,1.20467
642,0.112055,0.595978,0.888024,1.05312
643,4.00331,1.07176,1.15963,0.925792
644,1.07437,0.447357,0.719558,0.993396
645,0.869385,0.689508,0.845764,0.892378
646,2.76675,0.176804,1.01043,0.925096
647,2.83457,0.748101,0.972357,1.07621
648,0.468784,1.81504,0.969528,1.15409
649,0.0132103,0.0705366,1.22672,1.1052
650,0.185734,0.345969,1.6003,1.02826
651,0.498275,1.83686,1.14772,1.2083
652,0.6782,1.20504,0.95342,0.921169
653,0.865065,0.914882,0.628945,1.02512
654,1.05503,1.11571,0.990046,0.897286
655,0.36856,0.165206,1.08024,0.870889
656,2.59445,1.09675,1.49173,0.839691
657,0.184731,1.28061,0.921824,1.11862
658,0.239921,1.55423,0.858225,0.867572
659,0.383791,0.708283,0.881747,0.963873
660,0.927292,1.15394,0.840548,1.00028
661,1.65961,2.18164,0.816372,1.10926
662,0.264798,1.23387,1.36379,0.977294
663,1.1237,0.450767,0.789521,0.861062
664,0.387197,1.61922,0.39047,0.832624
665,0.173414,0.233658,1.09449,1.22823
666,0.0405008,0.0550849,0.808094,0.905365
667,0.825898,1.69475,1.12248,0.971587
668,4.03783,1.15639,1.08323,0.877726
669,0.000485969,0.703875,1.12727,0.840316
670,4.58523,1.92196,0.670775,0.998712
671,0.655852,4.14374,1.29307,1.0319
672,0.294836,0.52447,0.950959,1.2228
673,0.284854,1.7489,0.637223,0.976566
674,1.52501,2.1456,1.47199,1.18046
675,2.38621,1.53626,0.622136,1.0774
676,1.84551,0.955083,0.938793,0.865573
677,0.630598,1.50891,0.983011,0.94619
678,0.306151,0.391833,0.794513,0.915306
679,0.786358,0.151669,0.870781,1.11779
680,0.624943,0.434133,1.18242,0.940463
681,1.00198,0.749314,1.22625,0.978374
682,0.662016,0.752309,1.37832,1.19916
683,0.0257262,0.302465,1.17335,0.997807
684,0.270423,2.0242,1.24912,0.865543
685,0.301407,1.29136,1.19164,0.982965
686,0.00766718,1.48865,0.926307,0.860129
687,0.387765,0.983474,0.509317,1.05152
688,0.363179,1.52671,0.91601,0.940257
689,0.689747,1.21886,0.831022,0.869915
690,1.00933,2.19876,1.48749,1.18572
691,0.740403,0.851428,0.609791,1.2278
692,0.619429,1.30267,0.867079,0.854054
693,0.911153,2.96486,0.642041,0.998951
694,3.13313,0.28743,0.336311,1.04968
695,0.0149494,0.390689,0.784362,1.04807
696,0.799105,0.540558,0.972278,0.867397
697,1.24026,0.296367,1.11749,1.00494
698,0.0161023,0.308587,1.53292,1.07164
699,3.39853,2.10395,0.396655,0.903899
700,1.03568,0.853955,1.0773,0.992663
701,0.72753,0.943651,0.663607,0.897123
702,0.482968,0.707204,0.748475,0.928657
703,1.57208,1.38586,1.01293,1.09787
704,1.60437,0.520155,1.22683,0.903554
705,2.55252,0.788044,0.879996,1.08883
706,1.75609,0.889622,0.827522,1.10373
707,2.64392,2.05295,0.694039,1.05152
708,0.093609,1.00334,0.905321,1.04279
709,0.383028,0.447843,1.11995,1.00771
710,0.686479,0.266005,0.928416,0.925387
711,0.93637,0.180005,0.698454,0.855954
712,0.181208,0.128043,0.306337,1.13039
713,1.38812,0.399511,0.609359,0.931323
714,0.0680062,1.86018,0.710104,0.975845
715,1.91696,0.451055,1.21517,0.968507
716,2.22949,2.4895,1.2204,1.08162
717,0.0479129,0.125661,2.01795,0.944057
718,2.31633,0.278864,1.22199,1.05163
719,1.59287,0.314794,0.745417,0.965589
720,0.104864,0.335168,1.22791,1.00234
721,0.803074,0.449051,1.55533,0.96936
722,0.434844,0.924865,0.955539,0.944601
723,1.03719,0.149134,0.669406,0.953818
724,0.184583,2.17148,0.857243,0.972307
725,1.55978,0.641603,1.38872,0.901734
726,0.239572,0.298558,1.45393,1.0745
727,1.28753,1.1304,1.90052,0.703168
728,0.0915713,0.976326,1.0922,1.04914
729,0.089397,0.862153,0.847635,1.07818
730,0.0262626,0.313471,0.984297,0.902456
731,0.701562,3.85191,0.864369,0.984344
732,1.56612,1.08828,0.856729,0.947199
733,0.0908466,0.733458,0.616065,0.843574
734,2.53816,1.82078,1.15566,0.985758
735,0.384032,0.282156,0.623612,1.11333
736,1.47442,1.04717,0.653354,1.00221
737,0.0902328,0.691187,0.949223,0.987086
738,0.214171,1.30162,0.693834,0.996791
739,0.680701,0.46591,1.35106,0.910159
740,4.36541,1.37305,0.441608,0.962716
741,0.201918,1.59807,0.600815,1.05851
742,2.16078,0.426675,0.97219,0.867806
743,0.364561,0.774846,1.64171,1.12156
744,0.838151,1.18386,1.1642,1.05601
745,0.561131,0.786949,0.826447,1.05784
746,1.0539,0.42183,1.33546,1.04168
747,1.87568,0.394953,0.834381,0.94675
748,0.417446,1.62964,1.42065,1.0475
749,0.264862,0.990819,1.58208,0.904828
750,0.636897,1.55664,1.42072,1.21005
751,0.470418,0.477339,0.840844,0.950644
752,0.313587,0.955759,1.49499,0.959731
753,0.167643,0.97174,0.95298,0.88579
754,0.118867,0.326564,0.415335,0.988802
755,1.91581,0.89396,0.78835,1.11999
756,1.61212,1.18753,0.633747,0.898772
757,2.11846,0.418459,1.09396,1.01667
758,0.30627,1.15107,0.93423,1.03048
759,0.508091,1.65397,1.08899,0.971769
760,0.340604,1.47174,0.573242,0.98519
761,0.171423,1.29115,0.763173,0.962798
762,3.98269,2.80717,0.760009,0.990929
763,0.760384,1.18129,0.755042,0.751768
764,0.136048,1.94945,1.33338,1.07187
765,2.15004,0.622674,0.704386,0.922505
766,0.73487,0.447391,0.913315,1.10649
767,0.0785602,0.879079,0.728402,1.13628
768,0.249787,0.831021,1.31495,0.933085
769,1.77902,0.251259,1.52037,1.11776
770,0.128216,0.610356,0.55048,1.12196
771,0.0619109,1.11211,1.35284,0.944699
772,2.30736,0.396245,0.875528,1.01396
773,1.07846,0.544687,1.29573,1.07276
774,0.105774,0.496873,1.2146,1.01914
775,0.181744,0.531893,0.737514,0.981066
776,0.24259,1.83901,0.722718,1.09481
777,0.40458,1.60247,0.925524,0.954707
778,0.589931,1.89268,0.445657,1.12621
779,0.107124,0.555338,1.51814,0.889504
780,1.04938,0.908776,0.712357,0.904714
781,1.29558,0.641248,0.913373,0.864177
782,0.610341,0.736115,1.19867,0.938907
783,0.922252,0.128801,0.847238,0.955232
784,0.324391,0.68817,0.763366,1.01679
785,0.726996,0.695626,1.05421,0.883936
786,0.0149033,0.478747,0.512701,1.01532
787,2.13587,0.26148,0.988714,1.15519
788,4.27038,1.48664,0.568102,0.951899
789,0.112178,0.98602,0.749706,1.24325
790,0.617462,1.18813,0.754595,0.903963
791,0.529001,0.169884,1.37506,0.944721
792,0.0676578,0.975372,0.973482,0.871629
793,1.85086,0.879696,0.958594,1.07631
794,0.386433,1.09798,1.65493,1.0638
795,2.03105,0.472044,1.24086,0.886752
796,1.19172,0.0966361,1.34776,1.17066
797,1.39047,0.989555,0.733681,0.980485
798,0.379227,1.51183,1.55885,0.940889
799,0.531284,2.07656,0.821554,0.906643
800,0.00958208,1.07855,1.1639,0.881856
801,1.596,2.13354,0.67227,0.953089
802,2.46993,0.311049,1.2986,0.996411
803,0.664807,1.96419,0.70988,0.952588
804,1.14895,0.289919,0.696092,0.899534
805,3.7821,0.46714,0.408861,0.876691
806,0.984276,3.59637,0.896046,0.964886
807,0.168091,2.12043,0.641933,0.993108
808,0.993052,2.02316,1.00557,1.06296
809,0.727068,1.79897,1.42338,1.01415
810,0.21988,0.5433,0.840784,1.07935
811,0.240404,1.6589,1.05242,0.900675
812,0.428505,1.59305,1.47479,1.09051
813,1.56199,0.59503,0.867427,1.10526
814,1.59343,0.458446,0.995299,0.960046
815,0.621008,1.46479,0.990204,1.05954
816,1.80471,0.405632,0.600292,0.889156
817,0.524729,0.792338,1.01462,1.02877
818,0.233033,1.82707,1.62317,1.03876
819,1.84864,0.460896,0.745836,0.943758
820,0.836652,0.0645327,0.823696,0.988217
821,1.54588,0.566172,0.80265,0.984263
822,0.452115,0.530982,1.10016,0.959937
823,0.415294,1.78955,0.790862,0.936596
824,1.09754,0.726297,0.726243,0.759401
825,0.880332,0.238607,1.63113,1.06029
826,0.990008,0.282974,1.47929,1.04107
827,0.604332,1.20828,0.844079,1.09875
828,1.31898,0.566223,1.63599,0.916573
829,0.0763276,0.75962,1.50387,0.841185
830,0.940658,1.58643,1.12485,0.961002
831,1.47588,2.22741,1.0414,0.949322
832,0.578631,0.613552,0.531811,0.896971
833,2.42892,0.419432,0.951904,1.0749
834,1.65139,0.485135,0.964961,1.08576
835,4.70571,0.999881,1.49113,0.955534
836,0.773745,0.196263,0.435553,0.964431
837,0.403704,0.803719,0.3989,0.935693
838,1.92274,1.17578,0.691216,0.877268
839,0.219782,0.489468,0.949396,0.969059
840,0.90985,2.17265,0.80998,1.01
841,0.442518,1.28634,0.836162,0.927203
842,0.951109,2.21998,0.976963,0.998727
843,3.88333,1.76335,1.08869,1.11072
844,0.116801,0.570227,0.675828,1.11956
845,1.56059,1.49518,0.982511,0.991824
846,0.203302,1.50983,0.619293,1.02709
847,0.117469,2.91108,1.04797,0.941294
848,1.11787,0.53043,0.539402,1.1031
849,0.235918,0.493196,1.14826,1.06072
850,0.178135,0.22356,1.10986,0.918291
851,0.0940432,0.22026,0.920368,0.876798
852,2.38285,0.993473,1.04045,0.973648
853,0.533771,0.346219,1.07915,1.10182
854,0.0720323,0.620754,0.810006,0.935062
855,0.419828,1.05326,1.44026,1.00417
856,1.31375,0.435557,0.606784,0.996113
857,0.643128,0.173037,0.666138,0.867542
858,0.0979115,2.53615,1.22436,1.14182
859,1.79799,0.947126,1.26688,0.868818
860,0.534354,0.701448,0.691393,1.04332
861,0.164655,0.548938,1.32163,1.15216
862,0.338127,0.948339,1.41044,1.11005
863,0.153886,0.151344,0.586169,0.998633
864,0.526439,0.904398,1.4107,0.837672
865,0.711564,0.888386,0.987751,1.07195
866,2.30538,2.18682,0.647363,0.930738
867,1.17677,0.564459,1.01744,1.11383
868,0.029999,0.95764,0.934686,1.14165
869,0.671336,1.2908,1.6423,0.894173
870,2.22119,1.87657,0.941645,1.06893
871,0.165752,0.901041,1.7883,0.976408
872,0.27457,0.19831,1.25215,0.941449
873,0.945121,0.683247,1.31233,1.10703
874,0.115274,0.842267,1.37036,0.967236
875,0.534831,1.13243,0.519164,0.94285
876,1.75733,0.932999,1.26279,1.16878
877,2.97312,1.14889,1.32572,0.899661
878,0.877936,0.961053,1.41011,0.991001
879,1.60213,2.02537,2.24372,0.912075
880,0.393282,1.04112,0.806967,0.783865
881,1.90466,0.521949,1.19601,0.991676
882,0.78062,0.354724,1.06867,0.992445
883,0.181943,0.477652,0.746546,1.13778
884,1.92473,1.20705,0.677284,1.04304
885,0.69884,1.24406,0.794695,0.979253
886,1.38844,0.745313,1.34534,0.876557
887,0.643933,1.58203,1.26315,0.919801
888,0.965525,0.479783,0.406742,0.889212
889,5.51148,0.212088,0.619163,1.1374
890,1.60308,0.343149,0.47629,1.01159
891,0.634916,1.00501,1.14682,1.068
892,0.719904,0.198701,1.22355,0.918987
893,0.092719,3.10863,2.11675,1.05411
894,1.15983,1.53356,1.03601,1.1128
895,0.23626,0.952965,1.07932,0.982703
896,0.0964766,0.583137,1.15475,1.08719
897,1.79007,0.584686,0.808066,0.801299
898,0.219352,3.02405,0.829962,1.05254
899,1.21025,1.21677,0.902647,0.956481
900,0.265078,1.63135,1.1747,1.03365
901,1.00616,0.963202,0.96519,0.889762
902,0.0891531,0.934073,0.613776,0.961513
903,0.259938,0.689394,2.08125,0.954432
904,1.91069,2.24014,0.787225,0.971681
905,0.930919,0.472198,0.648956,0.887822
906,2.20623,0.536242,0.920577,1.07872
907,0.0965038,0.114456,0.666088,0.998469
908,0.0918061,0.0526532,0.897594,1.04909
909,0.119033,1.76342,0.464858,1.15459
910,1.25724,1.13506,0.76962,1.03479
911,5.34225,0.56875,0.540487,0.928374
912,2.96859,0.440306,0.986467,0.880477
913,0.987119,0.528,0.500121,0.959074
914,1.03571,0.853078,1.28432,0.911215
915,1.69438,0.426033,0.789811,1.05959
916,0.413073,0.743507,0.819599,1.04616
917,0.229885,0.507313,1.03908,1.02399
918,0.520118,1.86744,0.612585,1.25552
919,3.04591,0.382146,1.30009,1.07585
920,0.0102601,2.14027,1.2692,0.987103
921,0.538841,0.799337,1.01535,1.14924
922,1.91157,0.950274,0.967054,0.907407
923,1.93081,0.402114,0.738802,0.852493
924,2.951,0.233116,1.00986,0.976437
925,0.198841,1.70445,1.26168,1.10579
926,2.75384,0.653734,1.35411,0.985216
927,0.221912,1.89798,1.07696,0.83977
928,0.144539,2.28601,0.801137,0.972743
929,2.56534,1.18056,1.3533,1.04159
930,1.29441,0.449498,0.869583,1.06554
931,1.64435,0.339784,0.881355,0.914975
932,0.0478404,0.945562,1.196,0.986976
933,0.674721,1.07228,0.940349,0.934316
934,0.28624,1.40251,1.18537,1.0464
935,1.86081,0.255805,0.609339,1.08814
936,0.721508,1.39556,0.644391,1.06402
937,0.834015,0.599039,0.924003,0.979882
938,0.473907,0.185639,1.48631,1.01192
939,1.63256,0.625805,0.970612,1.29581
940,0.0482626,1.17892,1.15125,1.18107
941,0.731265,0.831183,0.98601,0.987886
942,0.666749,0.714917,1.23471,0.969418
943,1.22174,0.383851,1.42762,0.885582
944,0.173287,0.956889,0.694194,0.898713
945,2.3469,0.188365,1.19477,0.966996
946,0.597685,0.634026,1.44968,1.08024
947,0.0704644,0.287962,0.728563,0.94236
948,1.00712,0.317909,1.20977,0.997925
949,1.11919,1.35895,0.526526,0.979871
950,1.71881,0.903808,1.20678,0.977897
951,0.452264,1.29858,2.07033,1.00434
952,1.51168,0.425304,0.455271,1.02373
953,1.6069,1.0979,0.96326,0.880523
954,0.428937,0.636798,1.01342,0.908339
955,0.623814,0.56736,1.15479,1.16172
956,0.258091,2.42589,0.927817,1.06494
957,1.70465,0.383938,1.276,0.801003
958,1.38079,0.709085,1.70503,1.12931
959,0.530454,1.08635,0.835252,0.903626
960,0.483607,0.526725,1.33056,0.898823
961,2.14302,0.325619,1.26177,0.864397
962,1.35331,0.698916,0.827777,1.00021
963,1.22839,3.00044,0.68406,0.939566
964,1.03262,1.15875,0.958362,0.993128
965,1.16136,1.19498,0.393772,0.885535
966,0.931074,0.684215,1.08645,0.940131
967,2.74825,1.38138,0.583804,1.24465
968,0.653373,0.294828,0.795784,1.06405
969,0.0734144,0.244746,0.915223,1.13773
970,3.30194,0.297971,0.978931,0.977676
971,0.780357,0.412975,1.14839,1.02703
972,1.21388,0.16854,1.00225,0.837048
973,0.866132,1.11148,1.06007,0.879926
974,0.508708,3.37043,0.709214,0.999435
975,3.92106,1.92796,0.629904,0.955111
976,2.22926,0.998975,0.57754,1.09509
977,1.21014,0.345476,0.813332,1.11
978,0.264623,0.214525,1.21257,0.916039
979,0.49159,0.341152,1.61191,0.969485
980,0.303889,2.52002,0.756128,1.09943
981,0.205391,0.341906,0.728369,1.12843
982,1.35427,0.135666,1.1403,0.977729
983,1.73018,0.838141,1.17826,0.957164
984,0.157835,1.63426,1.03391,0.874357
985,1.06199,0.611488,0.874195,1.10218
986,0.188611,1.00808,0.87991,0.963337
987,0.729413,0.97113,0.676668,0.97055
988,1.61742,1.34601,1.10964,0.883907
989,2.26043,0.840037,1.38646,1.12014
990,1.12658,1.53217,1.31863,1.01098
991,0.6264,0.602191,1.04499,1.13718
992,0.141391,1.17853,0.662823,0.947202
993,0.7561,0.489163,1.2948,1.00485
994,0.0155739,2.49274,0.810793,0.925715
995,1.78718,1.04533,1.02501,0.857852
996,0.077246,1.55187,0.749945,1.18096
997,0.490365,0.707065,0.866711,0.985426
998,0.583324,0.792418,0.834421,0.798803
999,1.2387,0.174559,1.49073,0.927557
1000,0.409247,0.956898,1.23366,0.955029
1001,1.03997,0.565855,1.32551,0.813868
1002,0.108504,1.21028,0.920559,1.03261
1003,1.56785,0.606206,1.29622,1.01169
1004,0.830761,0.349762,0.798458,1.09206
1005,1.0939,0.737803,0.66557,0.965093
1006,2.37316,0.496392,0.487748,1.00916
1007,0.983106,0.151653,0.943608,0.96909
1008,0.341029,0.860498,0.823568,0.96652
1009,0.176282,0.799259,1.24141,1.04151
1010,1.49481,1.9848,0.819008,0.991754
1011,2.36744,0.644432,0.908972,0.944636
1012,0.767209,2.69474,1.15934,0.905294
1013,0.0301768,0.467082,1.40478,1.16762
1014,0.297811,2.08581,1.22768,1.05633
1015,0.0715633,0.915101,1.34846,1.02267
1016,0.0990672,0.380864,0.807828,1.01707
1017,0.246824,0.646946,1.11806,1.09963
1018,0.990711,0.774324,0.772367,0.973737
1019,0.837852,1.00112,0.963691,1.07366
1020,0.361259,0.56171,0.811648,0.904563
1021,1.29111,0.844577,1.10645,1.01065
1022,1.75996,1.32707,1.63953,1.06233
1023,0.250483,0.32805,1.29586,0.885801
1024,2.21954,2.62467,0.945211,1.06327
1025,0.570193,0.46673,0.84138,0.868174
1026,0.238585,1.00225,0.887111,1.20348
1027,1.29333,2.00214,0.704083,1.04148
1028,0.0157653,0.874024,1.77615,0.932692
1029,0.197648,0.889364,0.445283,1.09863
1030,0.632831,0.824327,0.998263,1.0717
1031,1.84553,0.275754,0.940768,1.21258
1032,2.73864,0.821272,1.15088,1.01667
1033,0.668853,1.80462,1.02858,0.936485
1034,1.3667,0.997159,1.07331,1.03004
1035,0.174916,1.29167,0.485391,0.966216
1036,1.27675,1.28693,1.15944,0.913421
1037,2.31087,0.88729,1.17809,0.979858
1038,1.35542,0.222047,1.4484,1.04537
1039,0.111505,1.34076,1.45074,1.04702
1040,0.921282,2.43755,1.26549,0.957739
1041,2.28174,0.813108,0.402218,0.912515
1042,0.17872,0.28833,1.33667,0.886658
1043,1.22965,0.790333,0.949635,0.826161
1044,1.45834,1.0499,0.57065,1.14357
1045,0.154313,0.347918,0.747085,1.10221
1046,0.499527,0.365179,1.52605,0.969058
1047,0.721263,0.13159,0.877271,0.83024
1048,0.0719332,0.817901,0.787201,0.980387
1049,0.468834,0.740562,0.761099,1.10618
1050,2.55699,1.6375,0.568996,1.0219
1051,2.30895,1.36156,0.708918,0.844328
1052,1.18049,2.27813,0.718699,0.90686
1053,0.617296,0.680893,0.496252,1.15671
1054,0.0515856,0.910071,1.79608,1.05967
1055,0.528329,0.509403,0.778047,0.824278
1056,1.15984,0.73446,1.38253,1.01293
1057,0.399439,0.976055,0.659641,0.8837
1058,0.434495,0.475492,0.646792,1.03466
1059,5.81181,1.05907,0.862819,0.8539
1060,1.1166,0.451547,0.757141,0.982892
1061,0.242678,0.597044,0.663882,1.02955
1062,2.29162,1.30825,0.975152,1.00878
1063,0.124599,1.80951,0.708922,1.08556
1064,0.110147,0.212739,1.05694,1.03577
1065,0.37793,0.257922,0.753,0.938132
1066,0.101558,0.680739,1.18339,1.07937
1067,0.378146,0.45139,1.42472,1.03433
1068,0.373631,1.4833,0.924286,0.957355
1069,3.4688,0.0529812,1.24776,0.942403
1070,0.218015,0.901224,0.931009,1.0688
1071,1.01535,0.486611,1.02258,0.892306
1072,0.137904,0.14639,0.646814,1.37573
1073,0.262322,0.282099,1.1442,0.819091
1074,0.176607,0.280077,1.26423,0.981226
1075,0.222492,0.580876,0.89153,0.905982
1076,0.120711,0.66804,0.932359,1.0076
1077,0.715208,1.92864,1.06383,0.893742
1078,2.47606,1.7384,0.913991,0.928411
1079,0.261632,1.17358,0.721774,0.870831
1080,2.9081,0.0969711,0.870352,1.13825
1081,0.214863,0.31421,0.822034,1.01727
1082,0.616984,1.21638,0.836342,0.898452
1083,1.46145,1.4206,0.935846,0.839439
1084,0.357231,0.394683,0.983978,0.933732
1085,0.0311434,0.26744,1.21384,1.22722
1086,0.827101,2.08604,1.76044,0.934176
1087,3.04943,0.336592,0.755783,1.07007
1088,2.06314,2.24163,0.745465,1.16647
1089,2.46624,1.10813,0.704517,0.965535
1090,0.446286,1.40027,0.760513,0.892756
1091,1.89578,1.24768,0.944261,1.15168
1092,1.7416,2.52127,1.37377,0.963339
1093,0.962923,0.376684,0.905511,1.0422
1094,0.261335,0.91765,1.3753,1.01515
1095,0.735048,0.873832,1.52995,0.899232
1096,0.130421,2.07116,0.950292,0.862913
1097,0.450808,2.59893,1.17542,1.0111
1098,1.28355,0.701869,0.534185,1.02386
1099,0.276596,1.35697,0.831464,1.12325
1100,0.493385,0.307061,0.86136,1.15801
1101,2.5128,2.04994,1.54452,0.868678
1102,0.451617,0.468424,1.0007,0.831154
1103,0.672958,1.19612,0.570535,1.05684
1104,0.181322,2.24966,0.8645,1.2483
1105,0.359825,0.504088,1.88227,0.91355
1106,0.202681,0.302936,1.14029,1.05928
1107,0.78841,1.21722,1.5603,0.99701
1108,0.0758338,2.1977,1.66917,1.18291
1109,0.390279,0.27765,0.424257,1.03558
1110,0.431877,1.13007,0.889482,0.979482
1111,2.19893,1.52741,2.22399,0.978358
1112,0.311473,0.337008,1.14214,1.03813
1113,0.128071,0.925039,1.05135,0.955919
1114,6.03424,1.03451,1.00588,0.911308
1115,0.560661,0.14322,0.915045,0.922981
1116,1.44823,1.19587,0.851589,1.10648
1117,0.859822,1.23761,1.12804,0.983329
1118,0.0612056,0.634413,1.04573,1.06997
1119,3.68861,0.53552,0.744797,0.964801
1120,0.652589,0.572425,0.885356,1.05292
1121,0.0418672,0.985704,0.725936,1.05692
1122,1.19385,1.77527,0.641173,0.899075
1123,0.192253,0.432807,1.01077,0.936158
1124,0.022721,0.209556,1.11817,1.095
1125,0.149455,0.905507,1.60315,1.15595
1126,1.35682,0.378373,1.04043,0.872467
1127,1.47,0.776724,1.14179,0.889916
1128,3.72959,0.901358,0.720768,1.08293
1129,0.701943,1.00104,0.747736,0.899273
1130,4.23129,1.38308,1.44709,1.16193
1131,1.77158,1.66615,1.24517,0.962773
1132,0.205945,1.03585,0.483618,1.05928
1133,4.33175,2.64781,0.676349,1.12974
1134,0.430454,0.302025,1.00732,0.814382
1135,0.628327,0.453258,0.573772,1.03782
1136,4.32903,0.664999,0.978092,1.03612
1137,0.0782721,1.47568,1.31294,0.783023
1138,1.83899,0.992873,1.25463,1.05698
1139,0.187171,1.337,0.795093,1.0579
1140,0.996277,0.707723,1.4299,0.98618
1141,2.18543,0.984496,0.628497,1.02195
1142,0.232008,0.614821,1.47772,0.796888
1143,1.02354,0.327306,1.33872,1.08136
1144,1.46053,0.317086,0.95939,1.07583
1145,1.53382,0.652079,0.838847,1.17599
1146,0.958661,1.94897,0.558305,0.969796
1147,0.0189898,0.699765,0.973609,1.03759
1148,2.07278,0.512292,0.929419,0.88214
1149,0.512316,0.215958,0.543196,0.916068
1150,0.314366,1.62176,0.909448,0.968556
1151,0.737959,1.37867,0.719493,0.912078
1152,0.0746153,0.560366,0.95257,1.15009
1153,0.314777,0.697349,0.434105,0.843487
1154,0.0866601,0.55109,1.04267,0.974995
1155,0.24388,1.15622,0.835701,1.11509
1156,2.68077,1.03329,1.02962,0.810523
1157,0.0784231,1.0651,0.925538,1.07991
1158,1.22601,0.170763,0.927588,0.957516
1159,0.350388,0.512847,0.738477,1.2071
1160,0.488614,0.0294255,0.946264,1.0011
1161,0.699318,1.23101,1.17294,1.16489
1162,1.68132,1.87978,0.916444,1.05388
1163,1.48244,0.802363,0.997661,1.03964
1164,1.49501,0.596226,0.769724,1.02237
1165,0.545102,0.394176,0.939586,1.00275
1166,0.572899,0.8863,0.728536,1.10967
1167,0.901686,0.760841,0.66326,0.867611
1168,1.86249,1.16953,1.31624,0.905003
1169,0.242982,1.57252,1.32631,1.15022
1170,0.0886294,2.34289,0.955649,0.958644
1171,0.412212,0.853278,0.906596,1.04546
1172,0.0545716,0.196236,1.76601,0.937079
1173,0.359806,1.062,0.824305,0.937348
1174,0.539404,0.947744,0.966325,0.96045
1175,2.83062,1.09418,1.68383,1.0148
1176,0.166619,0.293609,0.726522,1.07208
1177,0.591399,2.17647,0.903903,0.994601
1178,0.783813,0.831639,0.859242,0.989737
1179,0.267255,0.199642,0.69494,1.01165
1180,0.35744,0.156803,0.70408,0.925137
1181,0.545645,0.757569,0.933903,1.08893
